,User,CARD_INDEX,Card_Brand,Card_Type,Card_Number,Expires,CVV,Has_Chip,Cards_Issued,Credit_Limit,Acct_Open_Date,Year_PIN_last_Changed,Card_on_Dark_Web
3533,1154,0,Mastercard,Debit,5004479479624202,2024-06-01T00:00:00.000,206,1,1,34319,2001-06-01T00:00:00.000,2013,0
3534,1154,1,Visa,Debit,4169042875650887,2013-04-01T00:00:00.000,941,1,2,10831,2006-07-01T00:00:00.000,2011,0
3535,1154,2,Visa,Debit,4138363239181107,2023-03-01T00:00:00.000,48,1,1,20475,2010-01-01T00:00:00.000,2015,0
3536,1154,3,Mastercard,Credit,5570191239646204,2015-03-01T00:00:00.000,625,0,2,6500,2008-11-01T00:00:00.000,2011,0
3537,1155,0,Mastercard,Debit,5134306678651092,2020-02-01T00:00:00.000,796,1,2,17614,2010-12-01T00:00:00.000,2013,0
3538,1156,0,Mastercard,Debit,5260369873454704,2020-12-01T00:00:00.000,963,1,2,51133,2012-12-01T00:00:00.000,2012,0
3539,1156,1,Mastercard,Debit (Prepaid),5893866156194799,2024-07-01T00:00:00.000,421,1,1,115,2020-01-01T00:00:00.000,2020,0
3540,1156,2,Mastercard,Debit (Prepaid),5771619649186816,2020-09-01T00:00:00.000,504,1,1,54,2014-03-01T00:00:00.000,2014,0
3541,1156,3,Mastercard,Debit,5852720136795701,2023-08-01T00:00:00.000,35,1,2,32036,2014-06-01T00:00:00.000,2014,0
3542,1157,0,Visa,Debit,4426138047544539,2020-06-01T00:00:00.000,937,1,2,13593,2006-10-01T00:00:00.000,2006,0
3543,1157,1,Mastercard,Debit,5499461944095274,2022-02-01T00:00:00.000,35,1,2,13343,2008-05-01T00:00:00.000,2011,0
3544,1157,2,Mastercard,Debit,5088684137633769,2024-05-01T00:00:00.000,987,1,2,6103,2006-07-01T00:00:00.000,2008,0
3545,1157,3,Mastercard,Debit,5879315999568109,2016-06-01T00:00:00.000,459,1,1,2646,2009-07-01T00:00:00.000,2015,0
3546,1157,4,Amex,Credit,317788535363713,2021-08-01T00:00:00.000,583,1,1,9200,2018-08-01T00:00:00.000,2018,0
3547,1158,0,Amex,Credit,308645722065737,2021-06-01T00:00:00.000,218,1,2,21200,2020-01-01T00:00:00.000,2020,0
3548,1158,1,Mastercard,Credit,5741278205602111,2024-01-01T00:00:00.000,414,1,1,10400,2009-06-01T00:00:00.000,2010,0
3549,1158,2,Mastercard,Debit,5307705411215347,2022-07-01T00:00:00.000,574,1,1,27377,2009-07-01T00:00:00.000,2016,0
3550,1159,0,Mastercard,Credit,5050755589048179,2024-10-01T00:00:00.000,657,1,1,20900,2009-11-01T00:00:00.000,2010,0
3551,1159,1,Mastercard,Debit,5045568837955027,2024-04-01T00:00:00.000,43,1,2,39632,2007-07-01T00:00:00.000,2013,0
3552,1159,2,Mastercard,Debit (Prepaid),5570718950254395,2020-01-01T00:00:00.000,437,1,2,44,2001-10-01T00:00:00.000,2013,0
3553,1159,3,Visa,Debit,4690085698241971,2021-01-01T00:00:00.000,125,1,1,48489,2010-08-01T00:00:00.000,2014,0
3554,1159,4,Visa,Debit,4338834700731550,2008-01-01T00:00:00.000,529,1,2,32725,2006-08-01T00:00:00.000,2013,0
3555,1159,5,Visa,Debit,4083090955300562,2022-12-01T00:00:00.000,259,1,2,36940,2010-02-01T00:00:00.000,2010,0
3556,1160,0,Amex,Credit,394025181428995,2020-09-01T00:00:00.000,465,1,1,23100,2020-01-01T00:00:00.000,2020,0
3557,1160,1,Mastercard,Debit,5534546903363095,2022-12-01T00:00:00.000,833,1,1,41040,2020-01-01T00:00:00.000,2020,0
3558,1160,2,Amex,Credit,331368783471362,2021-12-01T00:00:00.000,673,1,2,13200,2015-09-01T00:00:00.000,2015,0
3559,1160,3,Visa,Debit,4218957266147893,2021-05-01T00:00:00.000,909,1,2,29200,2015-06-01T00:00:00.000,2015,0
3560,1161,0,Mastercard,Debit,5134582028672733,2022-10-01T00:00:00.000,955,1,3,13831,2020-01-01T00:00:00.000,2020,0
3561,1162,0,Mastercard,Credit,5936696982149215,2024-03-01T00:00:00.000,2,0,1,18900,2020-02-01T00:00:00.000,2020,0
3562,1162,1,Visa,Debit,4680529603481904,2020-02-01T00:00:00.000,619,1,1,39850,2020-02-01T00:00:00.000,2020,0
3563,1163,0,Visa,Credit,4237922362360030,2020-09-01T00:00:00.000,228,1,1,13900,2009-12-01T00:00:00.000,2011,0
3564,1163,1,Visa,Debit,4238638738530462,2020-12-01T00:00:00.000,310,1,2,17470,2005-04-01T00:00:00.000,2008,0
3565,1163,2,Mastercard,Debit,5401027644157329,2021-09-01T00:00:00.000,636,1,1,2267,2008-03-01T00:00:00.000,2014,0
3566,1163,3,Visa,Debit,4957976241533689,2014-04-01T00:00:00.000,976,1,2,4031,2009-03-01T00:00:00.000,2014,0
3567,1163,4,Mastercard,Debit,5918431905940133,2023-11-01T00:00:00.000,600,1,2,21833,2007-08-01T00:00:00.000,2011,0
3568,1163,5,Visa,Debit,4988009818611006,2021-05-01T00:00:00.000,45,1,2,16857,2011-01-01T00:00:00.000,2017,0
3569,1163,6,Visa,Debit,4559661567211049,2023-05-01T00:00:00.000,584,0,1,2518,2010-11-01T00:00:00.000,2010,0
3570,1163,7,Mastercard,Debit,5137677910118616,2020-03-01T00:00:00.000,394,1,2,12863,2006-07-01T00:00:00.000,2010,0
3571,1164,0,Mastercard,Credit,5064256706957228,2022-07-01T00:00:00.000,302,1,2,12700,2010-05-01T00:00:00.000,2015,0
3572,1164,1,Visa,Debit,4038689742921264,2021-12-01T00:00:00.000,770,1,3,2851,2006-01-01T00:00:00.000,2007,0
3573,1164,2,Amex,Credit,334769960118945,2020-06-01T00:00:00.000,735,1,2,4100,2004-01-01T00:00:00.000,2004,0
3574,1164,3,Mastercard,Debit,5322366368652292,2016-01-01T00:00:00.000,702,1,2,20838,2011-01-01T00:00:00.000,2011,0
3575,1165,0,Mastercard,Debit,5092224613044033,2020-10-01T00:00:00.000,419,1,2,2721,2020-02-01T00:00:00.000,2020,0
3576,1166,0,Visa,Credit,4000146965265890,2023-07-01T00:00:00.000,14,1,1,400,2002-05-01T00:00:00.000,2018,0
3577,1166,1,Mastercard,Debit,5733036423097085,2020-03-01T00:00:00.000,72,1,2,416,2010-09-01T00:00:00.000,2010,0
3578,1166,2,Mastercard,Debit,5461658879915684,2024-12-01T00:00:00.000,595,1,2,625,1996-08-01T00:00:00.000,2014,0
3579,1167,0,Visa,Debit,4636387668938198,2022-09-01T00:00:00.000,597,1,2,20858,2006-02-01T00:00:00.000,2011,0
3580,1167,1,Mastercard,Credit,5196692562051331,2011-11-01T00:00:00.000,626,1,2,11200,2011-11-01T00:00:00.000,2013,0
3581,1167,2,Visa,Credit,4831831757232994,2023-02-01T00:00:00.000,528,1,2,8800,2007-05-01T00:00:00.000,2009,0
3582,1167,3,Visa,Debit,4916961241194205,2024-12-01T00:00:00.000,919,1,1,10360,2008-03-01T00:00:00.000,2009,0
3583,1167,4,Visa,Debit,4135358669694440,2013-07-01T00:00:00.000,903,1,1,11578,2012-12-01T00:00:00.000,2012,0
3584,1167,5,Mastercard,Debit,5187136842441558,2020-07-01T00:00:00.000,264,1,2,13016,2008-03-01T00:00:00.000,2008,0
3585,1167,6,Visa,Debit,4756917754933725,2021-07-01T00:00:00.000,915,1,1,13754,2016-05-01T00:00:00.000,2016,0
3586,1168,0,Mastercard,Debit (Prepaid),5373505226427671,2021-12-01T00:00:00.000,114,1,1,91,2020-02-01T00:00:00.000,2020,0
3587,1168,1,Visa,Debit,4146946026841288,2020-02-01T00:00:00.000,69,1,2,2094,2020-02-01T00:00:00.000,2020,0
3588,1169,0,Visa,Debit,4094691617950058,2020-07-01T00:00:00.000,376,1,1,14558,2016-04-01T00:00:00.000,2016,0
3589,1169,1,Visa,Debit,4974987012125947,2023-03-01T00:00:00.000,50,1,2,46342,2017-02-01T00:00:00.000,2017,0
3590,1169,2,Mastercard,Credit,5880421569309045,2023-12-01T00:00:00.000,504,1,1,17400,2005-07-01T00:00:00.000,2016,0
3591,1169,3,Mastercard,Debit,5155724078477847,2024-06-01T00:00:00.000,606,1,2,11401,2010-02-01T00:00:00.000,2016,0
3592,1169,4,Visa,Debit,4827129780511983,2024-03-01T00:00:00.000,941,1,1,8280,2010-01-01T00:00:00.000,2010,0
3593,1169,5,Discover,Credit,6267383831462523,2012-12-01T00:00:00.000,640,1,1,0,2006-03-01T00:00:00.000,2008,0
3594,1169,6,Visa,Debit (Prepaid),4111624635847209,2007-02-01T00:00:00.000,918,1,1,72,2006-08-01T00:00:00.000,2011,0
3595,1170,0,Visa,Credit,4832062433813256,2020-06-01T00:00:00.000,469,1,1,9600,2010-08-01T00:00:00.000,2011,0
3596,1171,0,Discover,Credit,6093726906729137,2024-11-01T00:00:00.000,528,1,2,10000,2008-02-01T00:00:00.000,2011,0
3597,1171,1,Mastercard,Debit,5842473997881247,2024-03-01T00:00:00.000,157,1,1,10025,2007-08-01T00:00:00.000,2010,0
3598,1171,2,Mastercard,Debit,5802694499966898,2022-12-01T00:00:00.000,808,1,1,9777,2007-01-01T00:00:00.000,2009,0
3599,1172,0,Mastercard,Debit,5589068436851289,2021-04-01T00:00:00.000,771,1,1,8807,2020-02-01T00:00:00.000,2020,0
3600,1173,0,Mastercard,Debit (Prepaid),5191871350541392,2018-06-01T00:00:00.000,642,1,1,92,2006-07-01T00:00:00.000,2008,0
3601,1173,1,Mastercard,Credit,5615229543290163,2011-05-01T00:00:00.000,438,1,1,11400,2008-07-01T00:00:00.000,2014,0
3602,1173,2,Mastercard,Debit,5484162566176355,2011-11-01T00:00:00.000,950,1,2,16687,2011-07-01T00:00:00.000,2011,0
3603,1173,3,Mastercard,Debit,5220792086851068,2009-05-01T00:00:00.000,840,1,2,3974,2006-04-01T00:00:00.000,2011,0
3604,1174,0,Mastercard,Debit,5947340712205085,2016-09-01T00:00:00.000,43,1,1,23768,2011-10-01T00:00:00.000,2011,0
3605,1174,1,Mastercard,Debit (Prepaid),5978888711772678,2022-08-01T00:00:00.000,938,1,1,63,2011-07-01T00:00:00.000,2011,0
3606,1174,2,Visa,Credit,4290514131698271,2023-12-01T00:00:00.000,197,1,1,21600,2010-12-01T00:00:00.000,2010,0
3607,1175,0,Visa,Debit,4204698331499701,2024-03-01T00:00:00.000,98,1,1,23157,2015-03-01T00:00:00.000,2015,0
3608,1175,1,Visa,Debit (Prepaid),4867647786729305,2020-02-01T00:00:00.000,504,1,2,54,2020-02-01T00:00:00.000,2020,0
3609,1176,0,Mastercard,Debit,5370998800503323,2021-06-01T00:00:00.000,122,1,2,11986,2010-04-01T00:00:00.000,2015,0
3610,1177,0,Mastercard,Credit,5987609830796877,2022-05-01T00:00:00.000,619,1,1,12600,2004-12-01T00:00:00.000,2009,0
3611,1177,1,Mastercard,Debit,5693761531134263,2021-02-01T00:00:00.000,876,1,2,4340,2011-12-01T00:00:00.000,2012,0
3612,1177,2,Mastercard,Debit,5722400079160426,2024-01-01T00:00:00.000,357,0,2,8149,2004-02-01T00:00:00.000,2007,0
3613,1178,0,Mastercard,Debit,5455392892256793,2023-01-01T00:00:00.000,356,1,1,23688,2011-11-01T00:00:00.000,2011,0
3614,1178,1,Mastercard,Debit,5889825928297675,2021-09-01T00:00:00.000,422,1,1,19948,1995-01-01T00:00:00.000,2011,0
3615,1179,0,Visa,Debit (Prepaid),4424096582531662,2021-04-01T00:00:00.000,325,0,2,69,2020-02-01T00:00:00.000,2020,0
3616,1180,0,Visa,Credit,4284589688472750,2005-05-01T00:00:00.000,664,1,1,9400,2002-09-01T00:00:00.000,2006,0
3617,1180,1,Amex,Credit,324067922186663,2018-08-01T00:00:00.000,194,1,1,3300,2012-01-01T00:00:00.000,2012,0
3618,1180,2,Discover,Credit,6707808786309873,2011-05-01T00:00:00.000,449,1,2,11100,2003-01-01T00:00:00.000,2004,0
3619,1180,3,Mastercard,Debit,5142952666869355,2024-01-01T00:00:00.000,376,1,2,23792,1998-12-01T00:00:00.000,2012,0
3620,1181,0,Mastercard,Debit,5115060727983375,2020-09-01T00:00:00.000,594,1,2,13224,2011-08-01T00:00:00.000,2011,0
3621,1181,1,Mastercard,Credit,5114764385128888,2004-12-01T00:00:00.000,380,1,1,10700,2001-11-01T00:00:00.000,2009,0
3622,1181,2,Mastercard,Credit,5040568504566033,2024-04-01T00:00:00.000,96,1,2,13100,2006-03-01T00:00:00.000,2009,0
3623,1182,0,Visa,Credit,4168726918316832,2024-07-01T00:00:00.000,482,1,1,10900,2010-10-01T00:00:00.000,2010,0
3624,1183,0,Visa,Credit,4529046868574613,2013-11-01T00:00:00.000,294,1,1,6600,2010-08-01T00:00:00.000,2011,0
3625,1183,1,Visa,Credit,4051609818366867,2011-11-01T00:00:00.000,795,1,1,11400,2010-02-01T00:00:00.000,2012,0
3626,1184,0,Visa,Debit,4521242827079498,2023-03-01T00:00:00.000,320,1,1,15847,2020-01-01T00:00:00.000,2020,0
3627,1184,1,Visa,Debit,4008657278264133,2020-05-01T00:00:00.000,196,1,1,13006,2020-01-01T00:00:00.000,2020,0
3628,1185,0,Mastercard,Debit,5488012775349767,2008-10-01T00:00:00.000,697,1,2,5029,2003-01-01T00:00:00.000,2009,0
3629,1185,1,Visa,Credit,4029286233026672,2023-09-01T00:00:00.000,218,1,2,15000,2012-02-01T00:00:00.000,2012,0
3630,1185,2,Mastercard,Debit,5269354095711843,2021-02-01T00:00:00.000,905,1,2,14348,2011-12-01T00:00:00.000,2011,0
3631,1185,3,Visa,Debit,4237044992015683,2022-10-01T00:00:00.000,443,1,2,24876,2006-01-01T00:00:00.000,2009,0
3632,1185,4,Mastercard,Debit,5604394692366741,2024-06-01T00:00:00.000,406,1,2,13523,2020-01-01T00:00:00.000,2020,0
3633,1185,5,Mastercard,Debit,5683839446492033,2023-04-01T00:00:00.000,587,1,1,21434,2019-01-01T00:00:00.000,2019,0
3634,1186,0,Mastercard,Debit,5274366987658812,2016-05-01T00:00:00.000,441,1,1,19206,2007-04-01T00:00:00.000,2011,0
3635,1186,1,Discover,Credit,6648294893325479,2014-03-01T00:00:00.000,949,1,2,15000,2011-10-01T00:00:00.000,2011,0
3636,1186,2,Visa,Debit,4025390379737737,2020-02-01T00:00:00.000,473,1,2,24617,2004-07-01T00:00:00.000,2006,0
3637,1187,0,Discover,Credit,6208996174626373,2023-02-01T00:00:00.000,640,1,2,6600,2016-05-01T00:00:00.000,2016,0
3638,1188,0,Mastercard,Debit,5929990861229924,2024-01-01T00:00:00.000,459,1,1,4304,1997-11-01T00:00:00.000,2012,0
3639,1188,1,Visa,Debit,4386430445774428,2019-03-01T00:00:00.000,555,1,2,1269,2005-01-01T00:00:00.000,2013,0
3640,1188,2,Mastercard,Debit,5108584140975701,2023-06-01T00:00:00.000,123,1,1,3458,2004-12-01T00:00:00.000,2013,0
3641,1188,3,Mastercard,Debit,5445062676850026,2022-09-01T00:00:00.000,337,0,2,6775,2001-08-01T00:00:00.000,2012,0
3642,1188,4,Visa,Credit,4788127455899674,2021-01-01T00:00:00.000,710,1,1,8800,2017-03-01T00:00:00.000,2017,0
3643,1188,5,Mastercard,Debit,5791756986936871,2024-11-01T00:00:00.000,196,1,1,12223,2019-12-01T00:00:00.000,2019,0
3644,1189,0,Visa,Debit,4728777894194126,2020-12-01T00:00:00.000,480,1,2,13478,2020-02-01T00:00:00.000,2020,0
3645,1189,1,Mastercard,Debit,5935282226409440,2020-11-01T00:00:00.000,222,1,1,19578,2020-01-01T00:00:00.000,2020,0
3646,1189,2,Visa,Debit,4548788317386784,2024-04-01T00:00:00.000,930,1,2,2944,2020-01-01T00:00:00.000,2020,0
3647,1190,0,Mastercard,Debit,5535009995730324,2023-03-01T00:00:00.000,63,1,1,20773,2020-02-01T00:00:00.000,2020,0
3648,1190,1,Mastercard,Debit,5355589517294786,2022-01-01T00:00:00.000,850,1,2,24203,2020-02-01T00:00:00.000,2020,0
3649,1190,2,Mastercard,Debit (Prepaid),5058598107512732,2020-07-01T00:00:00.000,451,1,2,98,2020-01-01T00:00:00.000,2020,0
3650,1191,0,Mastercard,Debit,5432833513022597,2020-11-01T00:00:00.000,312,1,2,2727,2009-06-01T00:00:00.000,2014,0
3651,1191,1,Amex,Credit,317569527961909,2023-03-01T00:00:00.000,740,1,2,6800,2002-09-01T00:00:00.000,2002,0
3652,1191,2,Visa,Debit,4602655731592723,2019-03-01T00:00:00.000,673,1,1,22516,2016-05-01T00:00:00.000,2016,0
3653,1191,3,Discover,Credit,6399050710218197,2021-12-01T00:00:00.000,413,1,2,11500,2004-12-01T00:00:00.000,2009,0
3654,1192,0,Visa,Debit,4302881392511495,2021-12-01T00:00:00.000,79,0,2,15214,2009-10-01T00:00:00.000,2010,0
3655,1192,1,Visa,Debit,4417073426918706,2024-12-01T00:00:00.000,403,1,2,23687,2020-01-01T00:00:00.000,2020,0
3656,1192,2,Visa,Debit,4672018031116294,2021-11-01T00:00:00.000,314,1,1,18048,2006-08-01T00:00:00.000,2007,0
3657,1193,0,Visa,Debit,4613268743262267,2020-03-01T00:00:00.000,131,1,1,25102,2010-11-01T00:00:00.000,2014,0
3658,1194,0,Visa,Debit,4353880576731238,2022-01-01T00:00:00.000,425,1,2,13773,2008-05-01T00:00:00.000,2008,0
3659,1194,1,Mastercard,Debit,5199593781302958,2021-05-01T00:00:00.000,864,1,1,12892,2011-08-01T00:00:00.000,2011,0
3660,1195,0,Amex,Credit,359230628127716,2019-05-01T00:00:00.000,198,1,2,6600,2012-11-01T00:00:00.000,2012,0
3661,1195,1,Visa,Debit,4661359494660870,2024-04-01T00:00:00.000,259,1,2,25650,2016-05-01T00:00:00.000,2016,0
3662,1195,2,Mastercard,Debit,5995510727358219,2020-06-01T00:00:00.000,873,1,2,37192,2009-09-01T00:00:00.000,2010,0
3663,1196,0,Mastercard,Debit,5243935173726742,2021-04-01T00:00:00.000,608,1,1,5779,2006-09-01T00:00:00.000,2014,0
3664,1196,1,Visa,Debit,4036369476300576,2023-08-01T00:00:00.000,682,1,1,13325,2001-05-01T00:00:00.000,2011,0
3665,1196,2,Amex,Credit,344071694724842,2023-01-01T00:00:00.000,346,1,1,4000,2005-11-01T00:00:00.000,2009,0
3666,1196,3,Amex,Credit,323444546475230,2023-02-01T00:00:00.000,788,1,1,6900,2000-05-01T00:00:00.000,2012,0
3667,1197,0,Mastercard,Debit,5971471233715173,2023-10-01T00:00:00.000,760,1,1,35702,2017-09-01T00:00:00.000,2017,0
3668,1197,1,Amex,Credit,332244260422916,2024-08-01T00:00:00.000,240,1,1,13200,2020-02-01T00:00:00.000,2020,0
3669,1197,2,Visa,Credit,4190991721490115,2020-03-01T00:00:00.000,326,1,2,21700,2018-11-01T00:00:00.000,2018,0
3670,1197,3,Visa,Credit,4919539941598159,2020-08-01T00:00:00.000,561,0,1,13700,2020-01-01T00:00:00.000,2020,0
3671,1198,0,Visa,Debit,4354373957390483,2020-10-01T00:00:00.000,188,1,1,24389,2020-01-01T00:00:00.000,2020,0
3672,1198,1,Mastercard,Debit (Prepaid),5874661434134402,2020-02-01T00:00:00.000,293,1,2,74,2019-03-01T00:00:00.000,2019,0
3673,1198,2,Amex,Credit,307297025936750,2020-12-01T00:00:00.000,918,1,1,12100,2006-01-01T00:00:00.000,2011,0
3674,1199,0,Mastercard,Debit,5850811144559937,2022-11-01T00:00:00.000,655,1,1,16640,2008-10-01T00:00:00.000,2009,0
3675,1199,1,Mastercard,Debit,5311017800546224,2013-09-01T00:00:00.000,133,1,1,14889,2010-06-01T00:00:00.000,2011,0
3676,1199,2,Visa,Debit,4944351254118665,2021-06-01T00:00:00.000,741,1,1,19080,2007-07-01T00:00:00.000,2010,0
3677,1200,0,Visa,Credit,4589986776113951,2023-10-01T00:00:00.000,678,0,2,7600,2015-05-01T00:00:00.000,2015,0
3678,1201,0,Mastercard,Debit,5625758363027280,2023-03-01T00:00:00.000,881,1,2,14525,1997-11-01T00:00:00.000,2014,0
3679,1201,1,Visa,Debit,4045049141463000,2020-02-01T00:00:00.000,604,1,1,15636,2005-02-01T00:00:00.000,2014,0
3680,1201,2,Mastercard,Debit,5751381604807658,2023-08-01T00:00:00.000,244,1,2,13296,2008-10-01T00:00:00.000,2016,0
3681,1201,3,Visa,Credit,4307225452598898,2023-03-01T00:00:00.000,672,0,2,10100,2003-09-01T00:00:00.000,2011,0
3682,1201,4,Visa,Debit,4632658313488911,2024-09-01T00:00:00.000,732,0,1,36412,2001-04-01T00:00:00.000,2007,0
3683,1202,0,Visa,Debit,4328249998295607,2023-11-01T00:00:00.000,853,1,1,4589,2004-09-01T00:00:00.000,2012,0
3684,1202,1,Mastercard,Debit,5670267603066033,2020-02-01T00:00:00.000,875,1,1,17474,2005-06-01T00:00:00.000,2015,0
3685,1203,0,Amex,Credit,375947824371679,2024-05-01T00:00:00.000,928,1,1,12000,2020-01-01T00:00:00.000,2020,0
3686,1203,1,Amex,Credit,354491217269737,2020-02-01T00:00:00.000,772,1,1,16900,2020-02-01T00:00:00.000,2020,0
3687,1203,2,Mastercard,Debit,5295246280473124,2023-07-01T00:00:00.000,117,1,1,26277,2010-02-01T00:00:00.000,2010,0
3688,1203,3,Mastercard,Debit,5716337574011958,2020-02-01T00:00:00.000,231,1,1,26317,2014-04-01T00:00:00.000,2014,0
3689,1204,0,Visa,Credit,4568990237174716,2022-01-01T00:00:00.000,624,1,2,13600,2017-07-01T00:00:00.000,2017,0
3690,1205,0,Mastercard,Debit,5729297445419728,2024-08-01T00:00:00.000,288,0,2,21540,2020-02-01T00:00:00.000,2020,0
3691,1206,0,Mastercard,Debit,5395349112538164,2020-03-01T00:00:00.000,34,1,1,37468,2014-02-01T00:00:00.000,2014,0
3692,1206,1,Visa,Debit,4686195455656898,2021-04-01T00:00:00.000,292,0,1,27864,2009-10-01T00:00:00.000,2012,0
3693,1206,2,Visa,Debit (Prepaid),4553257553445993,2020-02-01T00:00:00.000,55,0,1,65,2018-06-01T00:00:00.000,2018,0
3694,1206,3,Visa,Debit,4597236520104139,2020-03-01T00:00:00.000,389,1,1,31842,2016-07-01T00:00:00.000,2016,0
3695,1206,4,Visa,Credit,4206248084502476,2020-03-01T00:00:00.000,545,1,2,14900,2002-06-01T00:00:00.000,2011,0
3696,1206,5,Visa,Credit,4907569031158213,2024-08-01T00:00:00.000,170,1,2,12400,2018-05-01T00:00:00.000,2018,0
3697,1207,0,Mastercard,Debit,5847682490938899,2020-12-01T00:00:00.000,383,1,2,14094,2011-10-01T00:00:00.000,2018,0
3698,1207,1,Mastercard,Debit,5025895057524839,2021-01-01T00:00:00.000,367,1,1,8962,1999-09-01T00:00:00.000,2011,0
3699,1208,0,Mastercard,Debit,5746888458694762,2018-02-01T00:00:00.000,646,1,1,15510,2011-03-01T00:00:00.000,2011,0
3700,1208,1,Mastercard,Debit,5463153984541850,2024-06-01T00:00:00.000,13,1,1,20311,2010-05-01T00:00:00.000,2012,0
3701,1208,2,Visa,Debit,4655468499465057,2023-09-01T00:00:00.000,303,1,1,13492,2010-07-01T00:00:00.000,2010,0
3702,1209,0,Mastercard,Debit,5557084446860843,2022-02-01T00:00:00.000,77,1,2,10015,2020-02-01T00:00:00.000,2020,0
3703,1210,0,Mastercard,Debit (Prepaid),5842764862143149,2023-12-01T00:00:00.000,478,1,1,77,2008-08-01T00:00:00.000,2009,0
3704,1210,1,Amex,Credit,316712270679687,2022-05-01T00:00:00.000,946,1,1,8200,2006-02-01T00:00:00.000,2016,0
3705,1210,2,Mastercard,Debit (Prepaid),5095132989101394,2019-10-01T00:00:00.000,88,1,2,50,2008-07-01T00:00:00.000,2008,0
3706,1210,3,Mastercard,Debit,5501198442764705,2010-09-01T00:00:00.000,847,1,1,297,2009-09-01T00:00:00.000,2009,0
3707,1211,0,Mastercard,Credit,5542688229083627,2022-12-01T00:00:00.000,439,1,1,9300,2007-11-01T00:00:00.000,2014,0
3708,1211,1,Mastercard,Debit,5859732793534498,2023-06-01T00:00:00.000,348,1,2,24425,2004-03-01T00:00:00.000,2006,0
3709,1211,2,Visa,Credit,4565836303791159,2021-09-01T00:00:00.000,441,1,2,3900,2010-01-01T00:00:00.000,2010,0
3710,1211,3,Visa,Debit,4952248755072919,2020-04-01T00:00:00.000,398,1,1,21098,2006-04-01T00:00:00.000,2009,0
3711,1211,4,Visa,Credit,4550312126148406,2020-01-01T00:00:00.000,957,1,1,10800,2011-10-01T00:00:00.000,2013,0
3712,1211,5,Mastercard,Debit,5707448794545768,2024-06-01T00:00:00.000,39,1,2,6817,2005-06-01T00:00:00.000,2016,0
3713,1212,0,Visa,Credit,4651180699756033,2024-02-01T00:00:00.000,460,1,1,12600,2004-01-01T00:00:00.000,2011,0
3714,1212,1,Mastercard,Debit (Prepaid),5896780709526638,2010-11-01T00:00:00.000,903,0,1,42,2001-11-01T00:00:00.000,2004,0
3715,1212,2,Mastercard,Credit,5888879465203741,2009-12-01T00:00:00.000,88,1,2,6400,2006-12-01T00:00:00.000,2009,0
3716,1212,3,Visa,Credit,4618393100129362,2020-07-01T00:00:00.000,775,1,1,9800,2010-09-01T00:00:00.000,2011,0
3717,1212,4,Visa,Debit,4081263773546457,2023-07-01T00:00:00.000,64,1,1,4750,2003-03-01T00:00:00.000,2011,0
3718,1212,5,Visa,Debit,4321384766522664,2021-08-01T00:00:00.000,682,0,2,6532,2009-10-01T00:00:00.000,2009,0
3719,1213,0,Mastercard,Debit,5446273979485247,2022-11-01T00:00:00.000,233,1,1,1044,2016-03-01T00:00:00.000,2016,0
3720,1213,1,Mastercard,Debit,5521214390191681,2018-09-01T00:00:00.000,672,1,1,746,2011-03-01T00:00:00.000,2011,0
3721,1213,2,Mastercard,Debit (Prepaid),5098538543569884,2020-02-01T00:00:00.000,816,1,1,61,2020-02-01T00:00:00.000,2020,0
3722,1214,0,Mastercard,Debit (Prepaid),5791031552039031,2008-10-01T00:00:00.000,655,1,2,58,2007-11-01T00:00:00.000,2015,0
3723,1215,0,Visa,Debit,4340110703036077,2022-05-01T00:00:00.000,710,1,1,18771,2004-09-01T00:00:00.000,2009,0
3724,1215,1,Visa,Debit,4892346599778032,2023-01-01T00:00:00.000,219,1,1,17108,2007-10-01T00:00:00.000,2007,0
3725,1215,2,Visa,Debit,4202710228630182,2023-10-01T00:00:00.000,579,1,1,12446,2020-02-01T00:00:00.000,2020,0
3726,1215,3,Visa,Credit,4300760560641973,2021-01-01T00:00:00.000,406,1,1,8200,2006-07-01T00:00:00.000,2013,0
3727,1215,4,Mastercard,Debit,5166839761897522,2022-05-01T00:00:00.000,983,1,2,7081,2008-04-01T00:00:00.000,2010,0
3728,1216,0,Mastercard,Debit,5601172841459295,2024-02-01T00:00:00.000,29,1,1,23009,2015-02-01T00:00:00.000,2015,0
3729,1216,1,Visa,Debit,4657379115764717,2017-11-01T00:00:00.000,578,1,2,17973,2013-12-01T00:00:00.000,2013,0
3730,1216,2,Mastercard,Debit,5843688837981178,2023-10-01T00:00:00.000,880,1,1,12254,2015-08-01T00:00:00.000,2015,0
3731,1216,3,Mastercard,Debit,5928230249203938,2022-08-01T00:00:00.000,212,1,1,20799,2010-09-01T00:00:00.000,2010,0
3732,1217,0,Mastercard,Debit,5809172741821189,2021-03-01T00:00:00.000,282,1,2,27320,2004-04-01T00:00:00.000,2008,0
3733,1218,0,Visa,Debit,4372566654697981,2023-09-01T00:00:00.000,83,1,2,34818,2012-09-01T00:00:00.000,2012,0
3734,1218,1,Visa,Debit,4789580361652931,2020-10-01T00:00:00.000,216,1,2,38837,2016-03-01T00:00:00.000,2016,0
3735,1218,2,Mastercard,Credit,5427161135500744,2024-03-01T00:00:00.000,304,1,2,23500,2009-08-01T00:00:00.000,2020,0
